Source,Target,Type,Id,Label,Weight
SolovievLive,pashakrasnay,Directed,1895,,1
SolovievLive,rf_history,Directed,1896,,1
SolovievLive,historyrf_chat,Directed,1897,,1
SolovievLive,shaman_channel,Directed,1898,,1
SolovievLive,rogozin_alexey,Directed,1899,,1
SolovievLive,gimbatov34,Directed,1900,,1
SolovievLive,dobroinrussia,Directed,1901,,1
SolovievLive,nonetutto,Directed,1902,,1
SolovievLive,zimovskyAL,Directed,1903,,1
SolovievLive,SlovoPatriarha,Directed,1904,,1
SolovievLive,chelovek_savtomatom,Directed,1905,,1
SolovievLive,rusembul,Directed,1906,,1
SolovievLive,exclusive_ukraina_ru,Directed,1907,,1
SolovievLive,milhelipilot,Directed,1908,,1
SolovievLive,HeliPilotchat,Directed,1909,,1
SolovievLive,rusembswe,Directed,1910,,1
SolovievLive,arbaletgovorit,Directed,1911,,1
SolovievLive,Ugolok_Sitha,Directed,1912,,1
SolovievLive,anisimovOPRF,Directed,1913,,1
SolovievLive,n_moskvitina,Directed,1914,,1
SolovievLive,logdecr,Directed,1915,,1
SolovievLive,minstroyrf,Directed,1916,,1
SolovievLive,artabout,Directed,1917,,1
SolovievLive,batyachitaet,Directed,1918,,1
SolovievLive,batyobsujdautnews,Directed,1919,,1
SolovievLive,africafordummies,Directed,1920,,1
SolovievLive,africafordummie,Directed,1921,,1
SolovievLive,hse_live,Directed,1922,,1
SolovievLive,bbmaksudov,Directed,1923,,1
SolovievLive,banksta,Directed,1924,,1
SolovievLive,forum_ostrova,Directed,1925,,1
SolovievLive,voenkor_evtushenko,Directed,1926,,1
SolovievLive,nsdelzap1,Directed,1927,,1
SolovievLive,Vakinshin,Directed,1928,,1
SolovievLive,rt_novosti,Directed,1929,,1
SolovievLive,cybernebo,Directed,1930,,1
SolovievLive,rosgvardeez,Directed,1931,,1
SolovievLive,ortemblinov,Directed,1932,,1
SolovievLive,krsknow,Directed,1933,,1
SolovievLive,plutovstvo007,Directed,1934,,1
SolovievLive,ossinoe,Directed,1935,,1
SolovievLive,state_historical_museum,Directed,1936,,1
SolovievLive,shm_visitor,Directed,1937,,1
SolovievLive,izolentalive,Directed,1938,,1
SolovievLive,IzolentaLiveChat,Directed,1939,,1
SolovievLive,NikitaOdintsov,Directed,1940,,1
SolovievLive,atodoneck,Directed,1941,,1
SolovievLive,atodoneckpobeda,Directed,1942,,1
SolovievLive,Shapsha_VV,Directed,1943,,1
SolovievLive,womenprolife,Directed,1944,,1
SolovievLive,maslovasia,Directed,1945,,1
SolovievLive,Politnavigator,Directed,1946,,1
SolovievLive,fond_ZO_murman,Directed,1947,,1
SolovievLive,tankodrom2021,Directed,1948,,1
SolovievLive,kornet_7,Directed,1949,,1
SolovievLive,imnotbozhena,Directed,1950,,1
SolovievLive,notbozhena,Directed,1951,,1
SolovievLive,iaas_msu,Directed,1952,,1
SolovievLive,chatiaas,Directed,1953,,1
SolovievLive,polkpress,Directed,1954,,1
SolovievLive,abramchenko_channel,Directed,1955,,1
SolovievLive,chat_eco,Directed,1956,,1
SolovievLive,orda_mordora,Directed,1957,,1
SolovievLive,orda_chat,Directed,1958,,1
SolovievLive,valdaiclub,Directed,1959,,1
SolovievLive,sheyhtamir1974,Directed,1960,,1
SolovievLive,GardeZ66,Directed,1961,,1
SolovievLive,DtOperativno,Directed,1962,,1
SolovievLive,pyospzdc,Directed,1963,,1
SolovievLive,ryabseva_zhanna,Directed,1964,,1
SolovievLive,khazinml,Directed,1965,,1
SolovievLive,nichesi,Directed,1966,,1
SolovievLive,nichesi_chat,Directed,1967,,1
SolovievLive,welcomecup,Directed,1968,,1
SolovievLive,welcomecupchat,Directed,1969,,1
SolovievLive,nedebri,Directed,1970,,1
SolovievLive,konkretnost,Directed,1971,,1
SolovievLive,NSDVNikolaeve,Directed,1972,,1
SolovievLive,uzh_kraj,Directed,1973,,1
SolovievLive,mash_na_volne,Directed,1974,,1
SolovievLive,masx_volna,Directed,1975,,1
SolovievLive,souzveteranovsvo,Directed,1976,,1
SolovievLive,ikakprosto,Directed,1977,,1
SolovievLive,a_kuzichev,Directed,1978,,1
SolovievLive,kuzichev_chat,Directed,1979,,1
SolovievLive,KolesoRP,Directed,1980,,1
SolovievLive,Mestb_Dobroj_Voli,Directed,1981,,1
SolovievLive,mcx_ru,Directed,1982,,1
SolovievLive,rtbalkan_ru,Directed,1983,,1
SolovievLive,fzomo,Directed,1984,,1
SolovievLive,we_andthey,Directed,1985,,1
SolovievLive,botweandthey,Directed,1986,,1
SolovievLive,Rogandar,Directed,1987,,1
SolovievLive,Rogandarchat,Directed,1988,,1
SolovievLive,telegaonlineofficial,Directed,1989,,1
SolovievLive,telegaonlinechat,Directed,1990,,1
SolovievLive,tavria_kherson,Directed,1991,,1
SolovievLive,tavria_chat,Directed,1992,,1
SolovievLive,moscow_tass,Directed,1993,,1
SolovievLive,caip_official,Directed,1994,,1
SolovievLive,rusbrief_moscow,Directed,1995,,1
SolovievLive,highlights_v,Directed,1996,,1
SolovievLive,World_Sanctions,Directed,1997,,1
SolovievLive,madsecurity,Directed,1998,,1
SolovievLive,vivechorko,Directed,1999,,1
SolovievLive,militaryreview,Directed,2000,,1
SolovievLive,militaryreview_chat,Directed,2001,,1
SolovievLive,novostlnr,Directed,2002,,1
SolovievLive,zaes_energoatom,Directed,2003,,1
SolovievLive,curilka_zaes,Directed,2004,,1
SolovievLive,voennyotdel,Directed,2005,,1
SolovievLive,sergiobrilev,Directed,2006,,1
SolovievLive,drugoeeto,Directed,2007,,1
SolovievLive,kupiansknash,Directed,2008,,1
SolovievLive,Match_TV,Directed,2009,,1
SolovievLive,circinfire,Directed,2010,,1
SolovievLive,politburodc,Directed,2011,,1
SolovievLive,AnastasiaVasillyeva,Directed,2012,,1
SolovievLive,molodezhmsk,Directed,2013,,1
SolovievLive,pk_fmp_msu,Directed,2014,,1
SolovievLive,esin_online,Directed,2015,,1
SolovievLive,mosmosru,Directed,2016,,1
SolovievLive,The_Kyva,Directed,2017,,1
SolovievLive,AG_DPR,Directed,2018,,1
SolovievLive,sharanism,Directed,2019,,1
SolovievLive,signalman_diary,Directed,2020,,1
SolovievLive,kbskif,Directed,2021,,1
SolovievLive,duma_gov_ru,Directed,2022,,1
SolovievLive,hersonka_ru,Directed,2023,,1
SolovievLive,hersonka_chat,Directed,2024,,1
SolovievLive,valentinamatvienko,Directed,2025,,1
SolovievLive,malvovabelova,Directed,2026,,1
SolovievLive,historyrussia_org,Directed,2027,,1
SolovievLive,ergosdumaofficial,Directed,2028,,1
SolovievLive,golubev_vu,Directed,2029,,1
SolovievLive,maksim_ivanon,Directed,2030,,1
SolovievLive,man_90x,Directed,2031,,1
SolovievLive,groznyinform,Directed,2032,,1
SolovievLive,russian_embassy,Directed,2033,,1
SolovievLive,ermoscow,Directed,2034,,1
SolovievLive,Pravdivaya_pravda,Directed,2035,,1
SolovievLive,dagranovsky,Directed,2036,,1
SolovievLive,ros_patriot,Directed,2037,,1
SolovievLive,rospatriot_os,Directed,2038,,1
SolovievLive,razvivaemrf,Directed,2039,,1
SolovievLive,Russiaanews,Directed,2040,,1
SolovievLive,Mecklenburger_Petersburger,Directed,2041,,1
SolovievLive,dobrovolci_chechnya,Directed,2042,,1
SolovievLive,romanov_92,Directed,2043,,1
SolovievLive,romanov_92_chat,Directed,2044,,1
SolovievLive,Mamaev_Mikhail,Directed,2045,,1
SolovievLive,Postovo,Directed,2046,,1
SolovievLive,ntvnews,Directed,2047,,1
SolovievLive,ntvchat,Directed,2048,,1
SolovievLive,major_monogram_Z,Directed,2049,,1
SolovievLive,Armrodina,Directed,2050,,1
SolovievLive,rfdeti,Directed,2051,,1
SolovievLive,ksantyZ,Directed,2052,,1
SolovievLive,bolshiepushki,Directed,2053,,1
SolovievLive,VOIN_mlt,Directed,2054,,1
SolovievLive,sokolnikov_36,Directed,2055,,1
SolovievLive,samohodna,Directed,2056,,1
SolovievLive,sovfedofficial,Directed,2057,,1
SolovievLive,battalion_ermak,Directed,2058,,1
SolovievLive,opm_msk,Directed,2059,,1
SolovievLive,vestniksrb,Directed,2060,,1
SolovievLive,mcrepostworld,Directed,2061,,1
SolovievLive,russian_shock_volunteer_brigade,Directed,2062,,1
SolovievLive,ClubMN27,Directed,2063,,1
SolovievLive,echo_of_war_dnr,Directed,2064,,1
SolovievLive,grazhdanin_guz,Directed,2065,,1
SolovievLive,minsknews_by,Directed,2066,,1
SolovievLive,RussianMissionEU,Directed,2067,,1
SolovievLive,lantratovaDOBRO,Directed,2068,,1
SolovievLive,Dalstroy,Directed,2069,,1
SolovievLive,DalstroyCHAT,Directed,2070,,1
SolovievLive,degtyarevonamur,Directed,2071,,1
SolovievLive,ruspolitology,Directed,2072,,1
SolovievLive,digoriya_chat,Directed,2073,,1
SolovievLive,philol_lol,Directed,2074,,1
SolovievLive,philol_lol_chat,Directed,2075,,1
SolovievLive,VA_Nikonov,Directed,2076,,1
SolovievLive,neuchiuchi,Directed,2077,,1
SolovievLive,write_future,Directed,2078,,1
SolovievLive,write_future_chat,Directed,2079,,1
SolovievLive,sberbusiness,Directed,2080,,1
SolovievLive,neinsider,Directed,2081,,1
SolovievLive,rian_crimea,Directed,2082,,1
SolovievLive,ria_crimea,Directed,2083,,1
SolovievLive,senatorDzhabarov,Directed,2084,,1
SolovievLive,DENISMAYDANOV,Directed,2085,,1
SolovievLive,IronHelmets,Directed,2086,,1
SolovievLive,diplosource,Directed,2087,,1
SolovievLive,tethis,Directed,2088,,1
SolovievLive,nashprogress,Directed,2089,,1
SolovievLive,oplottv,Directed,2090,,1
SolovievLive,pograndozor,Directed,2091,,1
SolovievLive,gorpress,Directed,2092,,1
SolovievLive,vandrytsa,Directed,2093,,1
SolovievLive,find_zaluzhniy,Directed,2094,,1
SolovievLive,gde_valera,Directed,2095,,1
SolovievLive,gtrk75,Directed,2096,,1
SolovievLive,VoroshilovMarksman,Directed,2097,,1
SolovievLive,UAVDEV,Directed,2098,,1
SolovievLive,UAVDEVChat,Directed,2099,,1
SolovievLive,concordgroup_official,Directed,2100,,1
SolovievLive,lebedeva_xeniya,Directed,2101,,1
SolovievLive,WarInMyEyes,Directed,2102,,1
SolovievLive,warinmyeyes_chat,Directed,2103,,1
SolovievLive,AnnaKnishenkoRT,Directed,2104,,1
SolovievLive,akusherha,Directed,2105,,1
SolovievLive,d_ostoevskaya,Directed,2106,,1
SolovievLive,russian_turkiye,Directed,2107,,1
SolovievLive,russ_turkiye,Directed,2108,,1
SolovievLive,aleksandrprohanov,Directed,2109,,1
SolovievLive,er19reg,Directed,2110,,1
SolovievLive,MDaudov_95,Directed,2111,,1
SolovievLive,incident_lnr,Directed,2112,,1
SolovievLive,Armenian_Assembly,Directed,2113,,1
SolovievLive,allegrovaofficial,Directed,2114,,1
SolovievLive,VmesteZaRossiyu,Directed,2115,,1
SolovievLive,WagnerPlennyeVSU,Directed,2116,,1
SolovievLive,nnpravda,Directed,2117,,1
SolovievLive,waldemarherdt,Directed,2118,,1
SolovievLive,mariupol24tv,Directed,2119,,1
SolovievLive,huzhegebbelsa,Directed,2120,,1
SolovievLive,huzhegebbelsa_comments,Directed,2121,,1
SolovievLive,aleksandrsokolov43,Directed,2122,,1
SolovievLive,melitopol_ru,Directed,2123,,1
SolovievLive,zaporozhskaya_chat,Directed,2124,,1
SolovievLive,patriotlaw,Directed,2125,,1
SolovievLive,tsvtiraspol,Directed,2126,,1
SolovievLive,smdmid,Directed,2127,,1
SolovievLive,allnews47,Directed,2128,,1
SolovievLive,empatia_manuchi,Directed,2129,,1
SolovievLive,geroi_zlodei,Directed,2130,,1
SolovievLive,maxkomikadze,Directed,2131,,1
SolovievLive,slavaded1337,Directed,2132,,1
SolovievLive,grpzdc,Directed,2133,,1
SolovievLive,vsksrscor,Directed,2134,,1
SolovievLive,av_uss,Directed,2135,,1
SolovievLive,Opalennye_vojnoj,Directed,2136,,1
SolovievLive,fsk_today,Directed,2137,,1
SolovievLive,fsk_comment,Directed,2138,,1
SolovievLive,karaulovnews,Directed,2139,,1
SolovievLive,mobilizaciastavropol,Directed,2140,,1
SolovievLive,greatrussiaZ,Directed,2141,,1
SolovievLive,bible_spbda,Directed,2142,,1
SolovievLive,udaltsova_78,Directed,2143,,1
SolovievLive,matsdavid,Directed,2144,,1
SolovievLive,davidmatschat,Directed,2145,,1
SolovievLive,Pravda_i_kotiki,Directed,2146,,1
SolovievLive,voenkom_on_line,Directed,2147,,1
SolovievLive,oboronka_channel,Directed,2148,,1
SolovievLive,bloknot_rossiya,Directed,2149,,1
SolovievLive,bloknot_chat,Directed,2150,,1
SolovievLive,agregiruem,Directed,2151,,1
SolovievLive,protalextim,Directed,2152,,1
SolovievLive,petr_tolstoy,Directed,2153,,1
SolovievLive,sovremenniktheatre,Directed,2154,,1
SolovievLive,filippof_Odessa,Directed,2155,,1
SolovievLive,odesskiu_bazar,Directed,2156,,1
SolovievLive,mriya24,Directed,2157,,1
SolovievLive,mriya226,Directed,2158,,1
SolovievLive,mnogopolarnost,Directed,2159,,1
SolovievLive,yampolskayaEA,Directed,2160,,1
SolovievLive,NikaStepp01,Directed,2161,,1
SolovievLive,utamusic_telegram,Directed,2162,,1
SolovievLive,utamusicchat,Directed,2163,,1
SolovievLive,frontbird,Directed,2164,,1
SolovievLive,moscow_culture,Directed,2165,,1
SolovievLive,kirovreg43,Directed,2166,,1
SolovievLive,kirovreg_chat,Directed,2167,,1
SolovievLive,spbgovno,Directed,2168,,1
SolovievLive,nashiivashi,Directed,2169,,1
SolovievLive,tapokmusic,Directed,2170,,1
SolovievLive,radiotapokchat,Directed,2171,,1
SolovievLive,riafanrss,Directed,2172,,1
SolovievLive,prime1,Directed,2173,,1
SolovievLive,prime1_chat,Directed,2174,,1
SolovievLive,legitimniy,Directed,2175,,1
SolovievLive,komisgd,Directed,2176,,1
SolovievLive,muryginm,Directed,2177,,1
SolovievLive,rgrunews,Directed,2178,,1
SolovievLive,khayalpressa313,Directed,2179,,1
SolovievLive,paodkb,Directed,2180,,1
SolovievLive,fondbel,Directed,2181,,1
SolovievLive,reactiv_dnr,Directed,2182,,1
SolovievLive,Griboedov1529,Directed,2183,,1
SolovievLive,PolinaSolovieva,Directed,2184,,1
SolovievLive,ponomarb1,Directed,2185,,1
SolovievLive,ponomarb_chat,Directed,2186,,1
SolovievLive,chitaru75,Directed,2187,,1
SolovievLive,KB_Announcments,Directed,2188,,1
SolovievLive,kbchat3133,Directed,2189,,1
SolovievLive,aa_alikhanov,Directed,2190,,1
SolovievLive,McLarek,Directed,2191,,1
SolovievLive,shotaapkhaidze,Directed,2192,,1
SolovievLive,lnr_lideryvozrozhdeniya,Directed,2193,,1
SolovievLive,tv_pmr,Directed,2194,,1
SolovievLive,NSDVKharkove,Directed,2195,,1
SolovievLive,vertikal22,Directed,2196,,1
SolovievLive,SputnikGeorgia,Directed,2197,,1
SolovievLive,RabbiMikhailFinkel,Directed,2198,,1
SolovievLive,RabbiMikhailFinkel770,Directed,2199,,1
SolovievLive,frantic_easel,Directed,2200,,1
SolovievLive,VladimirPolyakovLPR,Directed,2201,,1
SolovievLive,myvmestrf,Directed,2202,,1
SolovievLive,gonzomel,Directed,2203,,1
SolovievLive,matchpremier,Directed,2204,,1
SolovievLive,vataranenko,Directed,2205,,1
SolovievLive,zabar1986,Directed,2206,,1
SolovievLive,borischernyshov,Directed,2207,,1
SolovievLive,culturepeople,Directed,2208,,1
SolovievLive,yeiskinforu,Directed,2209,,1
SolovievLive,novostiyeisk1,Directed,2210,,1
SolovievLive,ZamidChalaev,Directed,2211,,1
SolovievLive,AkhmatsilaVZ,Directed,2212,,1
SolovievLive,astafievpavel,Directed,2213,,1
SolovievLive,vgor999,Directed,2214,,1
SolovievLive,kaluga24tv,Directed,2215,,1
SolovievLive,kaluga24chat,Directed,2216,,1
SolovievLive,lyaisan_m,Directed,2217,,1
SolovievLive,tatarkafm1,Directed,2218,,1
SolovievLive,nwsru,Directed,2219,,1
SolovievLive,nwsruchat,Directed,2220,,1
SolovievLive,pravdorubDPR,Directed,2221,,1
SolovievLive,awaken_dragon,Directed,2222,,1
SolovievLive,alokot,Directed,2223,,1
SolovievLive,dumatv,Directed,2224,,1
SolovievLive,pozivnoiZ,Directed,2225,,1
SolovievLive,alekseystefanov,Directed,2226,,1
SolovievLive,gruboprostiite,Directed,2227,,1
SolovievLive,prchand,Directed,2228,,1
SolovievLive,Kosachev62,Directed,2229,,1
SolovievLive,russiakuban,Directed,2230,,1
SolovievLive,russiakuban_talk,Directed,2231,,1
SolovievLive,russiandollar,Directed,2232,,1
SolovievLive,MaydanovGosduma,Directed,2233,,1
SolovievLive,sidpolit,Directed,2234,,1
SolovievLive,pyatnashka_abkhazi,Directed,2235,,1
SolovievLive,pyatnashka_abkhazi_chat,Directed,2236,,1
SolovievLive,Sargon_Hadaya,Directed,2237,,1
SolovievLive,DanilchenkoGV,Directed,2238,,1
SolovievLive,newslampa,Directed,2239,,1
SolovievLive,pravdaserm,Directed,2240,,1
SolovievLive,kinoved_info,Directed,2241,,1
SolovievLive,partytank,Directed,2242,,1
SolovievLive,centrwagner,Directed,2243,,1
SolovievLive,Manucharovofficial,Directed,2244,,1
SolovievLive,zluchka_tactical,Directed,2245,,1
SolovievLive,zluchka_chat,Directed,2246,,1
SolovievLive,russves,Directed,2247,,1
SolovievLive,arhbigteh,Directed,2248,,1
SolovievLive,s_d_383,Directed,2249,,1
SolovievLive,rosgoscirc,Directed,2250,,1
SolovievLive,obshina_ru,Directed,2251,,1
SolovievLive,piterforpeople,Directed,2252,,1
SolovievLive,remarkidiletanta,Directed,2253,,1
SolovievLive,globalwarzone,Directed,2254,,1
SolovievLive,WCIOMofficial,Directed,2255,,1
SolovievLive,Humor_and_Politics,Directed,2256,,1
SolovievLive,Chat_Humor_and_Politics,Directed,2257,,1
SolovievLive,kino_hd2,Directed,2258,,1
SolovievLive,ZOV_Public,Directed,2259,,1
SolovievLive,vestnikkavkaza,Directed,2260,,1
SolovievLive,ChDambiev,Directed,2261,,1
SolovievLive,PMC_Z_O_V,Directed,2262,,1
SolovievLive,CHAT_18_ZOV,Directed,2263,,1
SolovievLive,AlanIr7,Directed,2264,,1
SolovievLive,Grigory_Karasin,Directed,2265,,1
SolovievLive,prok_lenobl,Directed,2266,,1
SolovievLive,south0wind,Directed,2267,,1
SolovievLive,BarabanLarina,Directed,2268,,1
SolovievLive,kommersant,Directed,2269,,1
SolovievLive,kommersantchat,Directed,2270,,1
SolovievLive,voentv_by,Directed,2271,,1
SolovievLive,A_S_Sukonkin,Directed,2272,,1
SolovievLive,westnot,Directed,2273,,1
SolovievLive,zovnew,Directed,2274,,1
SolovievLive,chatttij,Directed,2275,,1
SolovievLive,fatigarov_news,Directed,2276,,1
SolovievLive,sovanews63,Directed,2277,,1
SolovievLive,stringer_donetsk,Directed,2278,,1
SolovievLive,mardan_history,Directed,2279,,1
SolovievLive,ninavatt90,Directed,2280,,1
SolovievLive,kem42live,Directed,2281,,1
SolovievLive,sportrian,Directed,2282,,1
SolovievLive,prikazchikovamedia,Directed,2283,,1
SolovievLive,minenergo_official,Directed,2284,,1
SolovievLive,etatiste,Directed,2285,,1
SolovievLive,etatistedis,Directed,2286,,1
SolovievLive,don_mash,Directed,2287,,1
SolovievLive,rostov_mash,Directed,2288,,1
SolovievLive,Z2022sw,Directed,2289,,1
SolovievLive,oprf_official,Directed,2290,,1
SolovievLive,rflifestyle,Directed,2291,,1
SolovievLive,stopcoronavirusrussiachat,Directed,2292,,1
SolovievLive,panchenkodi,Directed,2293,,1
SolovievLive,buntcg,Directed,2294,,1
SolovievLive,busargin_r,Directed,2295,,1
SolovievLive,komissarischezaet,Directed,2296,,1
SolovievLive,rostislavishchenko,Directed,2297,,1
SolovievLive,kulemzin_donetsk,Directed,2298,,1
SolovievLive,SALOBOY_OFFICIAL,Directed,2299,,1
SolovievLive,saloboy_chat,Directed,2300,,1
SolovievLive,nashpresidentUSA,Directed,2301,,1
SolovievLive,petrovochka38,Directed,2302,,1
SolovievLive,AntonTitski,Directed,2303,,1
SolovievLive,staraya,Directed,2304,,1
SolovievLive,va_konstantinov,Directed,2305,,1
SolovievLive,NSDVDnepre,Directed,2306,,1
SolovievLive,ThisisfactZ,Directed,2307,,1
SolovievLive,buonditalia,Directed,2308,,1
SolovievLive,krasnouhov,Directed,2309,,1
SolovievLive,rospotrebnadzor_ru,Directed,2310,,1
SolovievLive,editor_in_chief_DPR,Directed,2311,,1
SolovievLive,uvarkina_evgenia,Directed,2312,,1
SolovievLive,ProRU_BY,Directed,2313,,1
SolovievLive,Pro_RU_BY,Directed,2314,,1
SolovievLive,subject_main,Directed,2315,,1
SolovievLive,mazur_70,Directed,2316,,1
SolovievLive,mazur70_chat,Directed,2317,,1
SolovievLive,okccao,Directed,2318,,1
SolovievLive,boutspeech,Directed,2319,,1
SolovievLive,mger71,Directed,2320,,1
SolovievLive,PanSwiridow,Directed,2321,,1
SolovievLive,MaratsKasems,Directed,2322,,1
SolovievLive,HocenkoVP,Directed,2323,,1
SolovievLive,ambrusitalia,Directed,2324,,1
SolovievLive,law_odsd,Directed,2325,,1
SolovievLive,Dambaausheeb,Directed,2326,,1
SolovievLive,optimistkavshtatskom,Directed,2327,,1
SolovievLive,batalyon15,Directed,2328,,1
SolovievLive,ne_polkovnik,Directed,2329,,1
SolovievLive,RealGuberniev,Directed,2330,,1
SolovievLive,rezident_ua,Directed,2331,,1
SolovievLive,The_Wrong_Side,Directed,2332,,1
SolovievLive,malosolov,Directed,2333,,1
SolovievLive,ShugaevaNauka,Directed,2334,,1
SolovievLive,sviridovmedia,Directed,2335,,1
SolovievLive,irandezhurniy,Directed,2336,,1
SolovievLive,ttrstnnws,Directed,2337,,1
SolovievLive,ttrstnnwschat,Directed,2338,,1
SolovievLive,rskfed,Directed,2339,,1
SolovievLive,rsk1608,Directed,2340,,1
SolovievLive,ViennaMissionRu,Directed,2341,,1
SolovievLive,vitteli,Directed,2342,,1
SolovievLive,journalist_lnr,Directed,2343,,1
SolovievLive,Tauride_Republic,Directed,2344,,1
SolovievLive,Tauride_Republic_chat,Directed,2345,,1
SolovievLive,andreymikheev,Directed,2346,,1
SolovievLive,typicalzapashny,Directed,2347,,1
SolovievLive,mash_donbass,Directed,2348,,1
SolovievLive,masx_donbass,Directed,2349,,1
SolovievLive,SPbGS,Directed,2350,,1
SolovievLive,rusputnikmd,Directed,2351,,1
SolovievLive,JokerDPR,Directed,2352,,1
SolovievLive,JurijBondarenko,Directed,2353,,1
SolovievLive,GTRKLNR_Lugansk24,Directed,2354,,1
SolovievLive,rusukrbel,Directed,2355,,1
SolovievLive,Stremousov_Kirill,Directed,2356,,1
SolovievLive,topwar_official,Directed,2357,,1
SolovievLive,OdessaRussi,Directed,2358,,1
SolovievLive,barantchik,Directed,2359,,1
SolovievLive,BorodaVZ,Directed,2360,,1
SolovievLive,nightguber,Directed,2361,,1
SolovievLive,kuzbassofficial,Directed,2362,,1
SolovievLive,neverovsi,Directed,2363,,1
SolovievLive,TeatrOlegaTabakova,Directed,2364,,1
SolovievLive,KaskadNerv,Directed,2365,,1
SolovievLive,skoloth,Directed,2366,,1
SolovievLive,baskovnikolay,Directed,2367,,1
SolovievLive,letterstoheroes,Directed,2368,,1
SolovievLive,o_zanko,Directed,2369,,1
SolovievLive,zabnews_ru,Directed,2370,,1
SolovievLive,zabnews_chat,Directed,2371,,1
SolovievLive,htosho,Directed,2372,,1
SolovievLive,ostorozhnodeti,Directed,2373,,1
SolovievLive,mishonova_online,Directed,2374,,1
SolovievLive,spainrus,Directed,2375,,1
SolovievLive,suverenka,Directed,2376,,1
SolovievLive,yugsn,Directed,2377,,1
SolovievLive,konstantinzatulin,Directed,2378,,1
SolovievLive,sanya_florida,Directed,2379,,1
SolovievLive,sanya_florida_chat1,Directed,2380,,1
SolovievLive,exploitex,Directed,2381,,1
SolovievLive,KOnOfff,Directed,2382,,1
SolovievLive,robertkocharyanofficial,Directed,2383,,1
SolovievLive,hassan_nassr,Directed,2384,,1
SolovievLive,ttambyl,Directed,2385,,1
SolovievLive,svdfest2022,Directed,2386,,1
SolovievLive,millettvcrimea,Directed,2387,,1
SolovievLive,BankingTruth,Directed,2388,,1
SolovievLive,Pul_Nomer_3,Directed,2389,,1
SolovievLive,zola_of_renovation,Directed,2390,,1
SolovievLive,L0HMATIY,Directed,2391,,1
SolovievLive,lohmatiyZ,Directed,2392,,1
SolovievLive,ugprocDPR,Directed,2393,,1
SolovievLive,kultjurmultjur,Directed,2394,,1
SolovievLive,OnlineDagestan,Directed,2395,,1
SolovievLive,onlinedagestan05,Directed,2396,,1
SolovievLive,kondratyevvi,Directed,2397,,1
SolovievLive,bikbovguru,Directed,2398,,1
SolovievLive,mintsifry,Directed,2399,,1
SolovievLive,farhadibragim,Directed,2400,,1
SolovievLive,zhurnalistka_z,Directed,2401,,1
SolovievLive,atomgramm,Directed,2402,,1
SolovievLive,tigrankeosayan,Directed,2403,,1
SolovievLive,FAKEcemetery,Directed,2404,,1
SolovievLive,russianleaders,Directed,2405,,1
SolovievLive,ohmypain,Directed,2406,,1
SolovievLive,gazprom,Directed,2407,,1
SolovievLive,geonrgru,Directed,2408,,1
SolovievLive,StepDozor,Directed,2409,,1
SolovievLive,kub_mash,Directed,2410,,1
SolovievLive,kub_masx,Directed,2411,,1
SolovievLive,tavria_train,Directed,2412,,1
SolovievLive,kommunist,Directed,2413,,1
SolovievLive,vrsamoylov,Directed,2414,,1
SolovievLive,mariaderunova,Directed,2415,,1
SolovievLive,olegderipaska,Directed,2416,,1
SolovievLive,Piotrovsky,Directed,2417,,1
SolovievLive,Zanoza,Directed,2418,,1
SolovievLive,NBR_DONETSK,Directed,2419,,1
SolovievLive,NBR_DONETSK_CHAT,Directed,2420,,1
SolovievLive,dontstopwar,Directed,2421,,1
SolovievLive,ksrf_ru,Directed,2422,,1
SolovievLive,NSDVCH,Directed,2423,,1
SolovievLive,vestitatarstan,Directed,2424,,1
SolovievLive,vskoru,Directed,2425,,1
SolovievLive,nevangano,Directed,2426,,1
SolovievLive,AntonShagin,Directed,2427,,1
SolovievLive,russiauniversities,Directed,2428,,1
SolovievLive,msuthefirst,Directed,2429,,1
SolovievLive,msuthefirstchat,Directed,2430,,1
SolovievLive,budem_zhit,Directed,2431,,1
SolovievLive,harkovZ,Directed,2432,,1
SolovievLive,true_shaitanova,Directed,2433,,1
SolovievLive,galanintim,Directed,2434,,1
SolovievLive,glaznaro,Directed,2435,,1
SolovievLive,southtower,Directed,2436,,1
SolovievLive,referendum2022_DPR,Directed,2437,,1
SolovievLive,tigrenok_tv,Directed,2438,,1
SolovievLive,korobkovtv,Directed,2439,,1
SolovievLive,korobkovtvchat,Directed,2440,,1
SolovievLive,chuvinform,Directed,2441,,1
SolovievLive,vesti_dezhurnaya_chast,Directed,2442,,1
SolovievLive,lasttrench988,Directed,2443,,1
SolovievLive,real_Genichesk,Directed,2444,,1
SolovievLive,occhevidec_donetsk,Directed,2445,,1
SolovievLive,melikov05,Directed,2446,,1
SolovievLive,anti_fake_channel,Directed,2447,,1
SolovievLive,PRO_respubliku,Directed,2448,,1
SolovievLive,PRO_respubliku_chat,Directed,2449,,1
SolovievLive,opdnrinfo,Directed,2450,,1
SolovievLive,sovinformbureau,Directed,2451,,1
SolovievLive,maximtoury,Directed,2452,,1
SolovievLive,herson_rus,Directed,2453,,1
SolovievLive,kherson_chat_ru,Directed,2454,,1
SolovievLive,yakutia14news,Directed,2455,,1
SolovievLive,militarydonetsk,Directed,2456,,1
SolovievLive,militarydonetsk_chat,Directed,2457,,1
SolovievLive,timinfo,Directed,2458,,1
SolovievLive,skubchenko,Directed,2459,,1
